CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,email,Phone_number,Country,Days_Between,purchase_missing
C33,Ravi,Unknown,46.0,Chennai,2025-11-30,2024-01-23,644.2451778018342,4.0,nan,,Nan,-677.0,1
33,Unknown,Male,44.0,Kolkata,2023-04-16,2023-04-06,1368.7107604630335,5.0,nan,9281075045,Canada,-10.0,1
C35,Pooja,Male,44.0,Unknown,2023-05-31,,1380.12,5.0,nan,,India,,0
C36,Rahul,Male,45.0,Delhi,2024-09-26,,1957.0728015018822,5.0,nan,,Australia,,1
37,Rahul,Male,42.0,Pune,,2025-05-18,2594.5084585523173,5.0,user36@mail.com,9168733414,Nan,,1
38,Kiran,Female,42.0,Mumbai,,2025-12-03,946.6767673324355,5.0,nan,,India,,1
39,Ankit,Male,44.0,Pune,2025-10-12,,870.32,1.0,nan,,UK,,0
41,Ravi,Unknown,42.0,Ahmedabad,2023-01-08,,3692.5763826744733,5.0,nan,,Canada,,1
41,Simran,Female,38.0,Unknown,,,4273.941168424436,1.0,user41@mail.com,,Canada,,1
C43,Kiran,Female,42.0,Unknown,,,1719.83,5.0,nan,,Australia,,0
43,Kiran,Female,50.0,Chennai,2024-11-13,,2609.3509833704693,5.0,nan,,Australia,,1
45,Neha,Female,38.0,Chennai,2022-12-07,,3631.99,5.0,nan,,Australia,,0
45,Neha,Female,67.0,Ahmedabad,,2022-07-01,1661.36,1.0,nan,,USA,,0
C49,Sneha,Male,22.0,Mumbai,,2024-03-15,1234.6867942554911,5.0,user48@mail.com,,Australia,,1
C50,Sneha,Female,38.0,Delhi,,,3841.35,5.0,nan,9125908338,Nan,,0
50,Unknown,Female,38.0,Kolkata,,,1248.2652181243625,1.0,nan,,Canada,,1
C52,Unknown,Male,52.0,Unknown,,,2687.7018522940234,5.0,nan,9821999811,UK,,1
C54,Sneha,Female,39.0,Mumbai,2021-07-25,,3147.13,5.0,nan,,Australia,,0
55,Amit,Male,41.0,Pune,,,4911.38,5.0,nan,,Australia,,0
56,Rahul,Female,38.0,Chennai,,,2018.6531548789467,1.0,nan,,USA,,1
57,Ravi,Male,42.0,Hyderabad,,2021-07-28,3630.3542732664673,5.0,nan,,India,,1
57,Pooja,Female,42.0,Chennai,2023-09-24,,3922.5894520923266,5.0,nan,9208493774,Canada,,1
C59,Simran,Female,46.0,Mumbai,,,5181.110529879562,5.0,nan,,Canada,,1
61,Pooja,Female,59.0,Kolkata,,,2876.711279643072,1.0,nan,,Canada,,1
61,Unknown,Male,42.0,Kolkata,2024-04-12,2026-01-21,3127.6706974927542,4.0,nan,,Australia,649.0,1
63,Pooja,Unknown,40.0,Ahmedabad,,,176.23,5.0,user62@mail.com,,Nan,,0
65,Simran,Unknown,40.0,Delhi,,,940.07,1.0,nan,,USA,,0
67,Simran,Male,43.0,Ahmedabad,,,2634.6055879125606,5.0,nan,9677889075,USA,,1
69,Rahul,Male,39.0,Hyderabad,2022-05-09,2022-11-18,1019.16,3.0,nan,9828355744,Nan,193.0,0
C72,Sneha,Unknown,23.0,Mumbai,,2024-10-05,2693.485054544207,5.0,nan,,Australia,,1
73,Simran,Female,39.0,Bangalore,2023-09-22,2023-05-18,1547.3021247687882,5.0,user73@mail.com,,Canada,-127.0,1
75,Unknown,Male,68.0,Mumbai,2021-04-01,,1131.2222583279554,5.0,nan,,UK,,1
C76,Simran,Female,43.0,Hyderabad,,,1958.1,2.0,nan,,India,,0
76,Unknown,Unknown,40.0,Bangalore,2021-06-16,,5577.006102763549,2.0,user76@mail.com,9610832582,UK,,1
78,Amit,Unknown,42.0,Unknown,2024-06-20,,2267.95,5.0,nan,,Nan,,0
79,Kiran,Female,40.0,Unknown,2020-11-11,2022-03-28,2710.2057473346445,5.0,nan,,India,502.0,1
79,Ankit,Unknown,45.0,Chennai,2021-12-11,,1517.55,1.0,user79@mail.com,,USA,,0
80,Rahul,Female,41.0,Delhi,,,3490.4695213383393,5.0,nan,,UK,,1
82,Pooja,Male,39.0,Hyderabad,,,477.91,5.0,nan,,Australia,,0
83,Unknown,Male,47.0,Bangalore,2025-11-22,,1105.17,5.0,nan,,Australia,,0
83,Priya,Female,46.0,Ahmedabad,,,3720.97,2.0,nan,,Canada,,0
C85,Priya,Male,51.0,Delhi,,,5590.914027612203,5.0,nan,,USA,,1
86,Kiran,Female,38.0,Pune,,,1753.9773476246392,5.0,nan,,UK,,1
87,Unknown,Male,41.0,Kolkata,2020-12-05,,1647.2026859081234,1.0,user86@mail.com,,Canada,,1
88,Kiran,Male,47.0,Delhi,,,3629.594839026191,3.0,nan,9697738597,Australia,,1
C92,Ankit,Unknown,47.0,Delhi,2025-07-21,,2589.13,5.0,nan,,UK,,0
93,Unknown,Male,53.0,Kolkata,,,2518.558879707932,5.0,user93@mail.com,9871388211,USA,,1
C95,Amit,Male,38.0,Hyderabad,,,2333.527802195279,5.0,nan,9387106416,Nan,,1
C97,Simran,Male,45.0,Pune,,,1464.1303024760514,5.0,user96@mail.com,9762381262,Canada,,1
C98,Kiran,Female,41.0,Unknown,,,580.3060014684697,5.0,nan,,Nan,,1
99,Amit,Unknown,41.0,Bangalore,,,1861.0783086255512,5.0,nan,9486647874,India,,1
C101,Neha,Unknown,43.0,Mumbai,,2022-02-20,3071.7423588282754,3.0,user100@mail.com,,India,,1
102,Pooja,Unknown,45.0,Mumbai,2023-09-15,2022-05-10,962.9800554632459,5.0,nan,,Canada,-493.0,1
106,Priya,Female,39.0,Delhi,2023-02-19,,3873.1035113115977,5.0,user105@mail.com,,Nan,,1
107,Rahul,Female,38.0,Ahmedabad,2021-04-26,2024-06-05,3291.9484218625184,5.0,nan,,Canada,1136.0,1
110,Unknown,Unknown,42.0,Delhi,2021-10-25,2023-08-27,1938.4265081949097,1.0,nan,9168583214,USA,671.0,1
115,Unknown,Unknown,44.0,Pune,2021-07-14,,2625.32,5.0,user114@mail.com,,Nan,,0
115,Ravi,Male,42.0,Chennai,,,5028.772505961298,2.0,nan,9985835755,Canada,,1
116,Pooja,Male,46.0,Kolkata,2024-07-07,2025-05-13,2518.40546320885,5.0,nan,,Australia,310.0,1
120,Unknown,Unknown,42.0,Delhi,,,2810.3432491070007,5.0,nan,,USA,,1
121,Unknown,Unknown,70.0,Hyderabad,,,2743.0393933995692,5.0,nan,9888717508,Canada,,1
C122,Sneha,Female,38.0,Pune,,,3654.681664176196,5.0,nan,,USA,,1
122,Ankit,Unknown,41.0,Chennai,,,3340.851543681626,5.0,nan,,USA,,1
124,Pooja,Male,38.0,Hyderabad,2024-05-11,,3581.3049289694504,5.0,nan,,Canada,,1
C125,Unknown,Female,43.0,Kolkata,2024-06-08,,6053.521627273936,5.0,user124@mail.com,,Canada,,1
126,Unknown,Male,33.0,Hyderabad,,,639.6657585269361,5.0,nan,,USA,,1
128,Ankit,Male,47.0,Pune,2024-03-07,,1494.437932674956,5.0,user127@mail.com,,India,,1
129,Ankit,Female,43.0,Hyderabad,,,384.1,5.0,nan,,USA,,0
133,Ankit,Female,46.0,Chennai,,2020-10-16,101.52,5.0,user132@mail.com,9652552199,Nan,,0
135,Neha,Unknown,21.0,Mumbai,2021-05-29,,3106.84,3.0,nan,,Australia,,0
137,Sneha,Female,39.0,Kolkata,2022-11-11,,2936.356595407212,5.0,nan,,Australia,,1
138,Ankit,Male,42.0,Ahmedabad,2021-06-22,2020-12-01,2624.4386018557734,5.0,nan,,USA,-203.0,1
139,Amit,Female,45.0,Hyderabad,2024-07-23,2021-01-12,74.01935115812012,5.0,nan,,USA,-1288.0,1
139,Ravi,Male,42.0,Pune,,,4302.36,5.0,nan,,Nan,,0
C142,Amit,Male,67.0,Kolkata,2024-11-29,,3979.83,5.0,user141@mail.com,,USA,,0
C143,Rahul,Male,44.0,Delhi,2025-05-13,,2809.832429607312,5.0,nan,,Australia,,1
C144,Priya,Male,45.0,Unknown,2025-03-13,,1785.3047290043091,5.0,nan,,UK,,1
146,Unknown,Male,39.0,Pune,2021-05-05,,819.86,1.0,nan,,USA,,0
148,Amit,Unknown,68.0,Chennai,,,1013.197028675854,5.0,nan,9697055735,Canada,,1
C149,Rahul,Female,38.0,Pune,2025-03-16,2026-01-20,3004.414748526344,2.0,user148@mail.com,,India,310.0,1
150,Amit,Unknown,44.0,Ahmedabad,2025-11-29,,4594.2849900815,4.0,nan,9843663784,Australia,,1
150,Kiran,Female,28.0,Unknown,,,3808.2647358552317,5.0,nan,9234375714,Canada,,1
151,Simran,Female,46.0,Hyderabad,2021-07-20,,2681.451455032554,5.0,nan,,Nan,,1
153,Pooja,Female,43.0,Bangalore,,2021-09-14,4459.2759449647865,1.0,nan,9771638160,Canada,,1
156,Ravi,Male,35.0,Unknown,2021-05-15,,2890.9032704249653,5.0,nan,,India,,1
C159,Rahul,Female,46.0,Bangalore,2024-10-11,,502.02,5.0,nan,,India,,0
C161,Pooja,Male,35.0,Unknown,2023-11-18,,3462.354138842246,2.0,nan,,India,,1
163,Amit,Unknown,39.0,Chennai,,,274.79888365669103,5.0,nan,9121774277,Canada,,1
165,Pooja,Unknown,41.0,Kolkata,,2024-02-09,3264.106607733932,5.0,nan,9313537890,Nan,,1
C169,Unknown,Unknown,39.0,Hyderabad,2022-08-23,,3076.9810056198403,5.0,user168@mail.com,,Nan,,1
C171,Kiran,Unknown,39.0,Hyderabad,2022-02-24,2024-06-04,63.800189754256735,5.0,nan,,India,831.0,1
C173,Simran,Female,47.0,Unknown,2023-06-02,,1816.5109223249028,2.0,nan,,UK,,1
C174,Unknown,Female,22.0,Chennai,2024-12-06,,749.8815421224092,5.0,nan,,Australia,,1
175,Unknown,Male,46.0,Kolkata,,,115.01730605319426,5.0,nan,9587234990,Canada,,1
C177,Ankit,Unknown,39.0,Pune,,2024-03-26,1391.8491641387086,5.0,nan,9980832523,Canada,,1
C179,Neha,Unknown,40.0,Delhi,,,3779.89,5.0,nan,9113550160,Nan,,0
181,Unknown,Female,43.0,Unknown,2022-06-10,2023-12-06,3153.6712950983188,5.0,user180@mail.com,,India,544.0,1
182,Unknown,Unknown,39.0,Unknown,,,504.7474698821434,5.0,nan,,USA,,1
C185,Unknown,Male,37.0,Hyderabad,,,2372.9809166945365,2.0,nan,,UK,,1
185,Ravi,Male,39.0,Bangalore,,,4468.515006937274,5.0,user185@mail.com,,Australia,,1
187,Sneha,Female,41.0,Pune,2020-12-07,2025-03-08,3124.58,5.0,nan,9972896838,India,1552.0,0
189,Ravi,Unknown,38.0,Unknown,2025-10-02,,541.7449130599198,5.0,nan,,Australia,,1
189,Sneha,Male,41.0,Hyderabad,,,3899.8353701213,5.0,nan,9987123952,USA,,1
191,Rahul,Male,44.0,Unknown,2024-05-20,2023-09-08,3293.1783453852704,3.0,nan,9299298806,Canada,-255.0,1
192,Unknown,Female,18.0,Kolkata,2024-09-27,,3740.72,5.0,nan,,Australia,,0
C193,Rahul,Unknown,40.0,Delhi,2023-10-22,,1693.84355767915,1.0,nan,,India,,1
196,Ravi,Unknown,58.0,Hyderabad,2023-01-11,,517.5733813182096,1.0,nan,,USA,,1
196,Pooja,Unknown,62.0,Unknown,2021-10-25,2023-01-29,1644.7,5.0,user196@mail.com,,India,461.0,0
C200,Simran,Male,22.0,Pune,,,2815.1927875093256,4.0,user199@mail.com,,Nan,,1
201,Kiran,Male,43.0,Mumbai,,2022-05-04,2647.56,5.0,user200@mail.com,,India,,0
201,Ankit,Male,40.0,Kolkata,,,709.67,1.0,nan,,UK,,0
C203,Ankit,Male,45.0,Hyderabad,,2024-02-07,3829.56,5.0,nan,,Nan,,0
203,Sneha,Male,46.0,Hyderabad,,,1019.1041219489671,5.0,user203@mail.com,,USA,,1
205,Unknown,Female,41.0,Mumbai,2025-12-21,,2858.4557065658064,5.0,user204@mail.com,9791865466,Nan,,1
207,Simran,Male,43.0,Kolkata,2024-08-24,,4186.09707744604,5.0,nan,,Australia,,1
208,Sneha,Unknown,70.0,Ahmedabad,2023-02-16,2021-11-30,1413.3720275134406,5.0,nan,,Canada,-443.0,1
211,Ankit,Male,68.0,Unknown,,,2589.732591946094,5.0,nan,9846225860,Australia,,1
213,Unknown,Male,42.0,Mumbai,,,1733.057464033161,5.0,nan,9505365883,Nan,,1
214,Kiran,Male,38.0,Bangalore,2020-11-03,,2965.8568762611417,5.0,nan,,Australia,,1
C215,Unknown,Male,41.0,Hyderabad,,2025-05-28,4724.950880457547,5.0,user214@mail.com,9401632753,Australia,,1
217,Pooja,Female,41.0,Pune,2020-08-20,,3742.84,5.0,nan,,Canada,,0
217,Ankit,Female,45.0,Ahmedabad,2023-11-08,,1637.958070542563,5.0,user217@mail.com,9811991281,Australia,,1
C219,Unknown,Female,30.0,Ahmedabad,2021-08-04,2021-01-14,2876.54581504378,2.0,nan,9917761214,Nan,-202.0,1
220,Amit,Male,65.0,Ahmedabad,,,909.91,5.0,nan,,Nan,,0
220,Priya,Male,38.0,Ahmedabad,2024-09-13,,1902.6053412378787,5.0,nan,,Canada,,1
222,Ravi,Male,43.0,Mumbai,2021-04-26,,3141.85,5.0,nan,,Nan,,0
223,Kiran,Male,39.0,Delhi,,2024-08-11,4163.86,1.0,nan,,India,,0
223,Unknown,Female,18.0,Kolkata,,2024-05-24,4036.77,3.0,nan,9977208316,Nan,,0
C225,Ravi,Male,38.0,Bangalore,2025-03-03,2023-12-12,702.3124068993545,3.0,nan,,UK,-447.0,1
C229,Simran,Female,45.0,Delhi,2023-01-27,,5993.2801160518065,5.0,nan,,Nan,,1
231,Unknown,Male,50.0,Delhi,,,1893.860968623132,5.0,user230@mail.com,,USA,,1
232,Unknown,Female,45.0,Bangalore,2020-12-28,,1133.2858830009611,4.0,nan,,Australia,,1
233,Neha,Male,31.0,Mumbai,2023-03-28,2023-12-26,2450.8586754472444,1.0,nan,,USA,273.0,1
234,Unknown,Female,47.0,Bangalore,2025-12-28,,3029.8195799134583,4.0,user233@mail.com,,Canada,,1
236,Ravi,Female,41.0,Bangalore,,,1413.4,2.0,nan,,USA,,0
237,Ankit,Male,44.0,Mumbai,2025-06-25,,2243.732240462543,4.0,nan,,USA,,1
237,Unknown,Male,41.0,Unknown,,,1385.67,3.0,nan,9707836199,Canada,,0
238,Unknown,Unknown,40.0,Pune,,,93.34876791986017,3.0,nan,,India,,1
242,Pooja,Male,45.0,Unknown,,2024-02-29,4505.954516783131,5.0,nan,,UK,,1
243,Neha,Female,47.0,Bangalore,2021-02-02,2025-07-27,4995.66,1.0,nan,,Nan,1636.0,0
245,Amit,Unknown,47.0,Bangalore,2021-12-13,,4057.35725985879,5.0,nan,,Canada,,1
C247,Ankit,Female,47.0,Pune,2022-12-15,,2913.9223924921566,5.0,nan,9167697380,India,,1
250,Rahul,Female,43.0,Mumbai,2021-08-14,,4031.03,5.0,nan,9822824862,Australia,,0
251,Ravi,Female,58.0,Mumbai,,2024-05-06,4003.391302394201,5.0,nan,,India,,1
C252,Kiran,Unknown,47.0,Delhi,2024-01-16,,1576.9524948417957,5.0,nan,,USA,,1
252,Kiran,Female,44.0,Ahmedabad,2023-05-22,,4376.34,5.0,nan,9358695410,India,,0
254,Simran,Female,39.0,Unknown,,,3820.96,5.0,nan,9285061651,USA,,0
255,Pooja,Male,47.0,Unknown,2024-03-15,2021-05-02,712.93,5.0,nan,,Nan,-1048.0,0
258,Sneha,Female,47.0,Bangalore,,,2860.8087757654985,5.0,nan,,UK,,1
259,Ravi,Female,38.0,Hyderabad,,,2254.921222513898,5.0,nan,,USA,,1
261,Sneha,Male,46.0,Unknown,2023-04-10,2022-08-17,2823.08,5.0,nan,,USA,-236.0,0
262,Priya,Male,41.0,Delhi,,2021-09-23,2531.66,5.0,nan,,India,,0
265,Ankit,Female,44.0,Ahmedabad,2021-03-05,,3698.7733460185555,1.0,user264@mail.com,,UK,,1
266,Neha,Male,39.0,Pune,2022-11-14,,3095.7533633580324,5.0,nan,,USA,,1
267,Ravi,Unknown,43.0,Pune,,,4000.3789495116685,5.0,nan,,Australia,,1
268,Kiran,Male,39.0,Chennai,2025-11-18,,1757.6321403097131,5.0,nan,,India,,1
C269,Unknown,Female,43.0,Delhi,2023-04-04,,3724.813684846821,5.0,nan,,Canada,,1
270,Unknown,Male,43.0,Pune,,,2665.155064392823,5.0,nan,,USA,,1
270,Sneha,Unknown,42.0,Bangalore,2023-02-27,2022-06-30,891.1974796171037,5.0,nan,,Nan,-242.0,1
272,Unknown,Male,40.0,Kolkata,2021-10-04,2023-07-16,2657.371886412992,5.0,nan,,UK,650.0,1
274,Unknown,Female,45.0,Mumbai,2025-05-27,2021-03-09,2601.0,2.0,user273@mail.com,,Australia,-1540.0,0
274,Neha,Female,43.0,Ahmedabad,2025-02-16,,993.15,2.0,nan,,India,,0
276,Pooja,Unknown,42.0,Pune,2024-12-21,2025-03-07,2368.71,5.0,nan,,USA,76.0,0
280,Neha,Male,41.0,Ahmedabad,,,2128.85,5.0,nan,,Canada,,0
C281,Rahul,Female,45.0,Chennai,2024-11-05,,496.9010082529121,4.0,user280@mail.com,,Canada,,1
C282,Kiran,Female,40.0,Bangalore,,2020-12-25,4500.88,5.0,user281@mail.com,9945824020,UK,,0
C284,Priya,Unknown,45.0,Ahmedabad,,,5069.872753136666,4.0,nan,,Canada,,1
285,Amit,Unknown,45.0,Delhi,2023-10-13,,2667.21,5.0,nan,,UK,,0
286,Priya,Female,41.0,Delhi,2025-02-24,,3958.3265754080376,5.0,nan,9741682924,Australia,,1
C289,Amit,Female,38.0,Pune,2024-07-27,,3331.421292261086,1.0,nan,9451561433,Nan,,1
289,Simran,Unknown,40.0,Hyderabad,2025-02-23,,5029.440059351063,5.0,user289@mail.com,,Australia,,1
292,Simran,Female,46.0,Unknown,,,3142.21,5.0,nan,9569213258,Nan,,0
292,Ankit,Female,45.0,Pune,,2023-04-16,4921.276722608956,2.0,nan,,India,,1
294,Rahul,Male,43.0,Chennai,2022-12-20,,2510.4873880800437,5.0,nan,,UK,,1
295,Unknown,Male,42.0,Ahmedabad,,,3308.2628673824797,5.0,user294@mail.com,,Nan,,1
297,Sneha,Unknown,26.0,Ahmedabad,,2025-03-06,5030.111963039335,5.0,nan,,USA,,1
C299,Priya,Female,43.0,Pune,2025-07-26,,280.11,4.0,nan,,USA,,0
299,Pooja,Unknown,44.0,Kolkata,2025-12-02,,1455.0438867185371,5.0,user299@mail.com,,USA,,1
301,Amit,Male,44.0,Chennai,,,1591.55,5.0,nan,,Australia,,0
302,Amit,Unknown,41.0,Hyderabad,,,1593.53,5.0,nan,9533287625,USA,,0
303,Amit,Female,52.0,Kolkata,2024-07-07,,2060.26221332584,5.0,nan,,USA,,1
304,Ankit,Female,64.0,Chennai,2024-09-13,,3101.814655223267,5.0,nan,,India,,1
305,Kiran,Male,42.0,Chennai,2025-08-04,,3898.6695388525945,5.0,nan,,Nan,,1
305,Kiran,Female,70.0,Bangalore,2023-11-08,,3009.7840206985993,2.0,nan,,Nan,,1
307,Ankit,Male,38.0,Chennai,2022-12-26,,2619.6282759547935,5.0,user306@mail.com,,UK,,1
C309,Unknown,Male,47.0,Delhi,,,2403.96,5.0,nan,,USA,,0
310,Unknown,Male,46.0,Ahmedabad,2023-02-26,,4079.780002438801,5.0,user309@mail.com,,India,,1
C311,Ravi,Male,38.0,Mumbai,,,3561.8827850220923,2.0,nan,,India,,1
314,Simran,Male,38.0,Mumbai,,,1869.9387376824266,3.0,user313@mail.com,,USA,,1
314,Priya,Male,38.0,Unknown,,,174.48,5.0,nan,9234182935,Canada,,0
C316,Sneha,Male,39.0,Chennai,,,2179.1501409099187,5.0,nan,,Canada,,1
317,Kiran,Female,41.0,Chennai,,,1677.55,5.0,nan,,USA,,0
C318,Ravi,Male,26.0,Mumbai,,2022-04-04,386.0001432668032,5.0,nan,,Australia,,1
319,Priya,Unknown,44.0,Unknown,,,3555.67,5.0,nan,9138046997,Nan,,0
321,Unknown,Male,45.0,Unknown,2023-04-26,,2819.4132580051973,2.0,nan,,India,,1
322,Unknown,Unknown,40.0,Ahmedabad,2022-12-16,2023-11-13,475.3514600648459,5.0,user321@mail.com,,Nan,332.0,1
322,Priya,Unknown,45.0,Chennai,,,4696.125344244704,5.0,user322@mail.com,9723807759,Canada,,1
327,Neha,Male,42.0,Mumbai,,,1528.1923486650817,5.0,user326@mail.com,9943649906,USA,,1
328,Unknown,Female,43.0,Bangalore,2022-03-27,,2432.6648205438205,5.0,nan,,India,,1
329,Amit,Male,44.0,Pune,,,3201.427104778718,5.0,nan,,USA,,1
330,Rahul,Unknown,67.0,Mumbai,,,2928.8423805509287,5.0,nan,,USA,,1
331,Pooja,Female,40.0,Kolkata,,,3053.7043704382722,3.0,nan,,Canada,,1
C332,Ravi,Male,41.0,Bangalore,,,3532.0174286323527,1.0,nan,,UK,,1
C334,Ankit,Female,47.0,Bangalore,,,3467.58,2.0,user333@mail.com,9709671208,Nan,,0
335,Pooja,Female,36.0,Kolkata,,,2885.333732010686,5.0,nan,,Australia,,1
336,Kiran,Male,43.0,Hyderabad,2021-06-09,,2013.93,2.0,nan,,Nan,,0
C337,Ankit,Female,68.0,Chennai,,2020-09-10,4230.100503482326,5.0,user336@mail.com,,Australia,,1
338,Kiran,Unknown,38.0,Mumbai,2023-04-10,,2546.374492555458,5.0,nan,,Australia,,1
339,Rahul,Female,41.0,Kolkata,,,2730.832875472263,2.0,nan,,USA,,1
C340,Unknown,Female,42.0,Kolkata,,,1670.6669397393916,5.0,user339@mail.com,,USA,,1
341,Pooja,Unknown,38.0,Hyderabad,,,124.47913845744051,5.0,nan,,Canada,,1
342,Ankit,Female,45.0,Hyderabad,,,530.8743201061127,5.0,nan,,India,,1
344,Sneha,Female,40.0,Hyderabad,,2025-07-11,3870.9804988171054,2.0,nan,,Canada,,1
345,Pooja,Male,41.0,Ahmedabad,,,3700.0661303075344,5.0,nan,,UK,,1
C346,Pooja,Female,45.0,Bangalore,,2025-05-03,4744.763280533832,5.0,user345@mail.com,9368527784,Canada,,1
C347,Unknown,Male,67.0,Bangalore,2023-07-11,2025-05-16,2439.880265943208,5.0,user346@mail.com,,Nan,675.0,1
348,Amit,Male,43.0,Kolkata,2021-07-13,,902.5668836432887,4.0,nan,9852108326,Australia,,1
349,Ravi,Unknown,39.0,Chennai,2021-03-15,2024-04-03,549.1829301678297,4.0,nan,,USA,1115.0,1
C350,Ravi,Male,46.0,Bangalore,,,4408.13,5.0,nan,9483049485,UK,,0
350,Sneha,Female,39.0,Delhi,2025-03-02,,1926.8541563246258,5.0,nan,9396252097,Nan,,1
C355,Unknown,Female,43.0,Pune,,,2209.73,5.0,user354@mail.com,,Canada,,0
C358,Pooja,Female,45.0,Bangalore,,2022-09-06,5760.425109390493,5.0,nan,9531164560,Australia,,1
359,Priya,Unknown,53.0,Unknown,,2023-12-04,3732.612790644451,5.0,nan,,USA,,1
C362,Unknown,Female,43.0,Hyderabad,2021-07-21,,3515.46,1.0,nan,9604426628,USA,,0
363,Simran,Male,42.0,Unknown,2022-12-08,,4159.19,5.0,nan,,Nan,,0
365,Ravi,Male,46.0,Unknown,2023-12-21,2025-09-02,4927.5430463426765,3.0,nan,,Nan,621.0,1
C366,Rahul,Male,42.0,Bangalore,2021-11-01,,2390.33,3.0,nan,,Australia,,0
C367,Rahul,Male,38.0,Bangalore,2023-12-20,,3769.7487200709984,5.0,nan,,USA,,1
369,Unknown,Female,40.0,Hyderabad,,,4373.252470035699,5.0,nan,9679599583,Nan,,1
373,Amit,Male,45.0,Ahmedabad,2021-01-14,2020-10-26,27.740242473936632,5.0,nan,,Nan,-80.0,1
374,Pooja,Female,59.0,Unknown,,2024-10-21,3525.323241186368,2.0,nan,,Australia,,1
375,Simran,Female,46.0,Ahmedabad,,,3757.79,5.0,nan,,India,,0
C377,Ravi,Male,47.0,Unknown,2024-06-27,,4698.4275257453155,5.0,nan,,Nan,,1
C378,Kiran,Male,53.0,Bangalore,2023-03-04,2023-09-23,4732.23,1.0,nan,,Australia,203.0,0
379,Rahul,Female,21.0,Bangalore,2026-01-21,2024-02-01,4552.18,5.0,nan,,Australia,-720.0,0
C381,Priya,Female,66.0,Mumbai,2021-10-06,,881.6268737419125,1.0,nan,,Nan,,1
381,Ankit,Unknown,41.0,Bangalore,,,879.23,1.0,user381@mail.com,,USA,,0
385,Kiran,Male,42.0,Ahmedabad,,2024-12-12,1240.8731235586176,5.0,nan,,Australia,,1
C387,Simran,Unknown,45.0,Delhi,2020-09-26,,5342.7229911361355,5.0,nan,,UK,,1
C388,Unknown,Unknown,45.0,Delhi,2023-06-18,2024-05-08,3068.5965622157155,5.0,nan,,Canada,325.0,1
388,Ankit,Unknown,40.0,Hyderabad,,2021-05-01,2450.4,5.0,nan,9576041210,India,,0
389,Ravi,Unknown,45.0,Mumbai,,,2171.8484163606595,5.0,nan,,UK,,1
395,Amit,Female,45.0,Delhi,,,524.0815997200352,5.0,nan,,India,,1
